55035,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c55035.py,https://github.com/tensorflow/tensorflow/issues/55035,2.8,"['0.5', '2.8']","['Softmax', 'softmax']",tf.sparse.softmax,s,
54855,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c54855.py,https://github.com/tensorflow/tensorflow/issues/54855,2.7.0,"['2.7.0', '16.0']","['RGBToHSV', 'float16']",tf.raw_ops.RGBToHSV,s,
54849,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c54849.py,https://github.com/tensorflow/tensorflow/issues/54849,2.7.0,"['2.7.0', '16.0']","['row_splits_to_segment_ids', 'Split', 'split']",tf.ragged.row_splits_to_segment_ids,v,1
54848,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c54848.py,https://github.com/tensorflow/tensorflow/issues/54848,2.7.0,"['2.7.0', '16.0', '6.0']","['tensor_diag_part', 'tensor_diag', 'diag_part']",tf.linalg.tensor_diag_part,s,
54415,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c54415.py,https://github.com/tensorflow/tensorflow/issues/54415,2.7.0,"['2.7.0', '16.0', '0.0']","['histogram_fixed_width_bins', 'histogram_fixed_width', 'histogram']",tf.histogram_fixed_width_bins,v,1
54412,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c54412.py,https://github.com/tensorflow/tensorflow/issues/54412,2.7.0,"['2.7.0', '16.0']",['boolean_mask'],tf.boolean_mask,v,1
53657,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c53657.py,https://github.com/tensorflow/tensorflow/issues/53657,2.7.0,"['2.7.0', '16.0']","['Softmax', 'float16', 'softmax']",tf.sparse.softmax,s,
53655,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c53655.py,https://github.com/tensorflow/tensorflow/issues/53655,2.7.0,"['2.7.0', '16.0']","['segment_sum', 'complex']",tf.math.segment_sum,s,
51936,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c51936.py,https://github.com/tensorflow/tensorflow/issues/51936,2.6.0,"['2.6.0', '16.0']","['MaxPooling3D', 'MaxPool', 'pool']",tf.keras.layers.MaxPooling3D,s,
51618,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c51618.py,https://github.com/tensorflow/tensorflow/issues/51618,2.4,"['2.4', '16.0']","['extract_glimpse', 'negative']",tf.image.extract_glimpse,s,
50992,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c50992.py,https://github.com/tensorflow/tensorflow/issues/50992,2.7,"['0.0', '3.9', '4.0', '2.7', '16.0']",['reduce_sum'],tf.reduce_sum,v,1
50017,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c50017.py,https://github.com/tensorflow/tensorflow/issues/50017,2.5.0,"['16.0', '2.4.1', '2.5.0']",['eigh'],tf.linalg.eigh,v,1
48469,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c48469.py,https://github.com/tensorflow/tensorflow/issues/48469,2.4.1,"['2.4.1', '16.0']","['Conv2DTranspose', 'transpose', 'Transpose']",tf.keras.layers.Conv2DTranspose,s,
47970,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c47970.py,https://github.com/tensorflow/tensorflow/issues/47970,2.4.0,"['0.1', '16.0', '2.3.0']","['FloorDiv', 'floordiv', 'floor']",tf.math.floordiv,v,1
47816,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c47816.py,https://github.com/tensorflow/tensorflow/issues/47816,2.4.1,"['2.4.1', '16.0']","['run_functions_eagerly', 'Lambda']",tf.keras.layers.Lambda,s,
47724,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c47724.py,https://github.com/tensorflow/tensorflow/issues/47724,2.4,"['50.1', '2.4', '0.7', '2.2', '0.1', '50.2', '7.9', '500.0']","['Activation', 'gradients', 'gelu']",tf.tanh,v,1
46914,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c46914.py,https://github.com/tensorflow/tensorflow/issues/46914,2.1.0,"['2.1.0', '16.0']",['UpSampling2D'],tf.keras.layers.UpSampling2D,s,
46900,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c46900.py,https://github.com/tensorflow/tensorflow/issues/46900,2.1.0,"['2.1.0', '16.0']","['substr', 'Substr']",substr,s,
46891,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c46891.py,https://github.com/tensorflow/tensorflow/issues/46891,2.1.0,"['2.1.0', '16.0']","['transpose', 'Transpose', 'complex']",transpose,s,
46888,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c46888.py,https://github.com/tensorflow/tensorflow/issues/46888,2.1.0,"['2.1.0', '16.0']","['segment_max', 'Mean']",segment_max,s,
46700,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c46700.py,https://github.com/tensorflow/tensorflow/issues/46700,2.1.0,"['2.1.0', '16.0']",['reduce_prod'],reduce_prod,s,
46366,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c46366.py,https://github.com/tensorflow/tensorflow/issues/46366,2.4.0,"['18.0', '2.4', '2.4.0']","['LayerNormalization', 'Normalization', 'Normal']",LayerNormalization,s,
46336,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c46336.py,https://github.com/tensorflow/tensorflow/issues/46336,2.4,"['2.4', '3.6']","['SparseTensorDenseMatMul', 'InvalidArgumentError', 'matmul']",sparse_dense_matmul,s,
46168,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c46168.py,https://github.com/tensorflow/tensorflow/issues/46168,2.4,"['3.6.8', '16.0', '1.0', '2.0']","['float32', 'Conv2D', 'conv']",conv2d,p,
45322,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c45322.py,https://github.com/tensorflow/tensorflow/issues/45322,2.5.0,"['16.0', '1.0', '2.5.0']",['name_scope'],name_scope,p,1
45321,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c45321.py,https://github.com/tensorflow/tensorflow/issues/45321,2.4.0,"['2.0', '3.6', '2.3.0']","['diag_part', 'diag', 'Diag']",diag_part,s,
44933,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c44933.py,https://github.com/tensorflow/tensorflow/issues/44933,2.4.0,"['2.3.1', '16.0']","['cardinality', 'remainder', 'Unbatch']",cardinality,v,1
44906,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c44906.py,https://github.com/tensorflow/tensorflow/issues/44906,2.4.0,"['16.0', '2.3.0']",['Lambda'],Lambda,s,
44888,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c44888.py,https://github.com/tensorflow/tensorflow/issues/44888,2.4.1,"['2.3.1', '16.0']","['assert_shapes', 'debug']",assert_shapes,s,
44788,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c44788.py,https://github.com/tensorflow/tensorflow/issues/44788,2.2.0,"['2.2.0', '2.0', '16.0', '1.0']",['UniqueWithCountsV2'],UniqueWithCountsV2,v,1
44768,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c44768.py,https://github.com/tensorflow/tensorflow/issues/44768,2.4,['2.4'],['CommunicationOptions'],CommunicationOptions,s,
44563,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c44563.py,https://github.com/tensorflow/tensorflow/issues/44563,2.4.0,"['2.4', '16.0', '2.4.0']",['TensorBoard'],TensorBoard,s,
44555,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c44555.py,https://github.com/tensorflow/tensorflow/issues/44555,2.4.0,"['16.0', '2.3.0']","['convert_to_tensor', 'array', 'conv']",convert_to_tensor,p,1
43319,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c43319.py,https://github.com/tensorflow/tensorflow/issues/43319,2.4.0,"['16.0', '2.3.0']","['Glob', 'glob']",glob,s,
42878,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c42878.py,https://github.com/tensorflow/tensorflow/issues/42878,2.4.0,"['2.0', '2.3', '16.0', '1.0']","['TensorArray', 'array']",TensorArray,s,
42680,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c42680.py,https://github.com/tensorflow/tensorflow/issues/42680,2.4.0,"['16.0', '2.4.0']","['CategoryEncoding', 'start']",CategoryEncoding,s,
42424,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c42424.py,https://github.com/tensorflow/tensorflow/issues/42424,2.4.0,"['2.0', '2.3', '16.0', '1.0']","['Stack', 'stack']",stack,v,1
42278,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c42278.py,https://github.com/tensorflow/tensorflow/issues/42278,2.1.0,"['2.0', '2.1.0', '2.1', '16.0', '1.0']","['fractional_max_pool', 'max_pool', 'negative']",fractional_max_pool,s,
41504,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c41504.py,https://github.com/tensorflow/tensorflow/issues/41504,2.2.0,"['2.2.0', '16.0']","['broadcast_to', 'cast']",broadcast_to,s,
41370,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c41370.py,https://github.com/tensorflow/tensorflow/issues/41370,2.2.0,"['2.2.0', '1.5']","['UnimplementedError', 'complex', 'acos']",acos,s,
40896,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c40896.py,https://github.com/tensorflow/tensorflow/issues/40896,2.2.0,"['2.2.0', '18.0']",['TimeDistributed'],TimeDistributed,s,
40138,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c40138.py,https://github.com/tensorflow/tensorflow/issues/40138,2.2.0,"['2.2.0', '2.0', '16.0', '1.0']","['broadcast_to', 'int32', 'cast']",broadcast_to,s,
40051,/home/zxy/main/DL_compiler_test/1_test_code/Frame_test_TMP/tf_cases/demo/c40051.py,https://github.com/tensorflow/tensorflow/issues/40051,2.2.0,"['2.2.0', '16.0']","['hessians', 'gradients']",hessians,s,
